QUOTE_ID,CUSTOMER_NAME,INDUSTRY,CREATION_DATE,COUNTRY,PRODUCT_NAME,MODEL,SUPPLY_VOLTAGE_A,COM_QUANTITY,STATUS,LISTPRICE,MANUFACTURING_COST,QUOTED_PRICE,UtilityAdj,Discount,LIST_VALUE,GP_PCT_VALUE,GP_PCT_PRICE,PRODUCT_BRAND,TMC,Win,SEGMENT_ID,OPT_PRICE,WIN_ACT,WIN_OPT,Discount_mean,Discount_std,key1,key2,low,min_level,max_min_level,low_bound,up,min_level_up
552,US Auto Supplier 316,E,2015-01-10,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:530V-3PH,2,N,4201.575,1518.986,1679.483,1762.3655658456976,0.6002729928657706,2.3840541834371414,0.09106907392563753,0.09556333705074707,MODEL:ZR250VSDA8,1518.986,0,2,2377.238643366643,0.1630278450277936,0.07483884482287957,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,1518.986,0.9314850071497128,0.9314850071497128
553,US Auto Supplier 316,E,2015-09-30,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:530V-3PH,2,N,4201.575,1518.986,1679.483,1762.3655658456976,0.6002729928657706,2.3840541834371414,0.09106907392563753,0.09556333705074707,MODEL:ZR250VSDA8,1518.986,0,2,2377.238643366643,0.1630278450277936,0.07483884482287957,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,1518.986,0.9314850071497128,0.9314850071497128
554,US Auto Supplier 316,E,2015-02-10,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:530V-3PH,2,N,4201.575,1518.986,1679.483,1762.3655658456976,0.6002729928657706,2.3840541834371414,0.09106907392563753,0.09556333705074707,MODEL:ZR250VSDA8,1518.986,0,2,2377.238643366643,0.1630278450277936,0.07483884482287957,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,1518.986,0.9314850071497128,0.9314850071497128
555,US Auto Supplier 316,E,2015-01-10,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:530V-3PH,2,N,4201.575,1518.986,1679.483,1762.3655658456976,0.6002729928657706,2.3840541834371414,0.09106907392563753,0.09556333705074707,MODEL:ZR250VSDA8,1518.986,0,2,2377.238643366643,0.1630278450277936,0.07483884482287957,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,1518.986,0.9314850071497128,0.9314850071497128
556,US Auto Supplier 236,B,2015-07-08,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4033.275,2076.636,2946.6240000000003,2848.204062340984,0.2694214998977258,1.4160765562159152,0.3054514286750028,0.2952490714797681,MODEL:ZR250VSDA8,2076.636,0,0,3611.943331004338,0.2480620228606476,0.16418085165860977,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2076.636,0.9314850071497128,0.9314850071497128
557,US Auto Supplier 622,E,2016-04-03,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,Y,4036.85,1560.513,1681.016,1873.2883177682202,0.5835822485353679,2.154953918043637,0.06432699059564084,0.0716846240606872,MODEL:ZR250VSDA8,1560.513,1,2,2489.3849665730318,0.2076432561605452,0.09137370105365551,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,1560.513,0.9314850071497128,0.9314850071497128
558,US Auto Supplier 52,B,2015-05-13,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4028.325,2436.549,3132.7070000000003,3112.068115851929,0.2223301248037335,1.2944205750127822,0.22369626052012906,0.2222225059668843,MODEL:ZR250VSDA8,2436.549,0,0,4028.324875174825,0.3097062732550374,0.191506330648178,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2436.549,0.9314850071497128,0.9314850071497128
559,US Auto Supplier 433,E,2015-08-04,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4021.6420000000003,2856.5409999999997,3720.147,3376.966254295587,0.07496813490609067,1.1909038163719785,0.25573427004237054,0.23214297714579565,MODEL:ZR250VSDA8,2856.5409999999997,0,0,4021.6419151509026,0.3174815531920418,0.27617195201304084,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2856.5409999999997,0.9314850071497128,0.9314850071497128
560,US Auto Supplier 15,E,2015-06-26,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4025.85,2385.53,2689.61,2818.684895267797,0.33191499931691437,1.428272456690308,0.10788009703053734,0.11305728339796473,MODEL:ZR250VSDA8,2385.53,0,0,3902.3026740057044,0.33557182299070343,0.16273570977562787,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2385.53,0.9314850071497128,0.9314850071497128
561,US Auto Supplier 419,B,2016-03-30,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4035.2,1620.385,1705.5020000000002,1991.940334797688,0.5773438739095955,2.025763487745147,0.04273069755808982,0.04990730002075646,MODEL:ZR250VSDA8,1620.385,0,1,2619.689375134882,0.23913488803741126,0.1019198927380737,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,1620.385,0.9314850071497128,0.9314850071497128
562,US Auto Supplier 201,B,2015-08-31,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4031.075,2058.345,2489.991,2736.443469753871,0.38230099911313975,1.4731073543290023,0.15773978332496835,0.1733524338039777,MODEL:ZR250VSDA8,2058.345,0,0,3521.6947975224275,0.30149249061506084,0.1574903754612774,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2058.345,0.9314850071497128,0.9314850071497128
563,US Auto Supplier 231,B,2015-12-21,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,2,N,4076.725,1548.8629999999998,2089.504,2121.862489101203,0.48745524900502246,1.921295569783532,0.2547954934765869,0.2587413089422179,MODEL:ZR250VSDA8,1548.8629999999998,0,1,2624.3606506499473,0.1794766736554737,0.11111759641603983,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,1548.8629999999998,0.9314850071497128,0.9314850071497128
564,US Auto Supplier 435,B,2015-06-10,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4030.25,2084.738,3194.889,2891.7104329615654,0.20727274982941502,1.3937253032186876,0.383908079918995,0.34747717369836645,MODEL:ZR250VSDA8,2084.738,0,0,3648.4899389744783,0.22098089832469492,0.1668494719678121,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2084.738,0.9314850071497128,0.9314850071497128
565,US Auto Supplier 258,B,2015-07-28,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4027.775,2332.919,2508.386,2835.071037168424,0.3772278739502579,1.4206963237234471,0.06189157086351204,0.0699521524996552,MODEL:ZR250VSDA8,2332.919,0,0,3860.145129447404,0.36050587236706105,0.16363252088817917,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2332.919,0.9314850071497128,0.9314850071497128
566,US Auto Supplier 316,E,2015-08-25,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4027.775,2181.379,2588.144,2580.6233790690217,0.3574258740868098,1.5607759864025756,0.15762276793243005,0.15716474817475376,MODEL:ZR250VSDA8,2181.379,0,0,3545.3012565164727,0.2827712001254618,0.14754482628888665,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2181.379,0.9314850071497128,0.9314850071497128
567,US Auto Supplier 52,B,2015-01-04,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4028.325,2506.947,3300.8790000000004,3112.068115851929,0.18058274841280175,1.2944205750127822,0.25511395330839703,0.24052138839381879,MODEL:ZR250VSDA8,2506.947,0,0,4028.324880695352,0.29499931111488936,0.19940076732197018,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2506.947,0.9314850071497128,0.9314850071497128
568,US Auto Supplier 502,E,2015-11-06,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4032.45,2156.335,2217.847,2412.590720603621,0.45000012399409783,1.671419012583741,0.025496243301727575,0.027735006066694486,MODEL:ZR250VSDA8,2156.335,0,1,3413.817750623526,0.3203614561976608,0.13559323501288098,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2156.335,0.9314850071497128,0.9314850071497128
569,US Auto Supplier 15,E,2015-06-27,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,1,N,4025.85,2385.53,2689.61,2818.684895267797,0.33191499931691437,1.428272456690308,0.10788009703053734,0.11305728339796473,MODEL:ZR250VSDA8,2385.53,0,0,3902.3026740057044,0.33557182299070343,0.16273570977562787,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2385.53,0.9314850071497128,0.9314850071497128
570,US Auto Supplier 451,B,2015-09-11,USA,Compressor 25,MODEL:ZR250VSDA8,MOVOL:440V-3PH,2,N,4062.7,2084.806,2940.111,2924.440471522806,0.2763159967509292,1.3892230119098585,0.2924679125216141,0.29090908472503246,MODEL:ZR250VSDA8,2084.806,0,0,3667.2843546857985,0.2587759993901458,0.1673901549143267,0.40494862445549584,0.16821681580260434,0,1,0.2586177439392955,0.2586177439392955,0.2586177439392955,2084.806,0.9314850071497128,0.9314850071497128
