SourceLedger,CompanyCode,FiscalYear,AccountingDocument,LedgerGLLineItem,LedgerFiscalYear,GLRecordType,JrnlEntrAltvFYConsecutiveID,ChartOfAccounts,ControllingArea,FinancialTransactionType,GLBusinessTransactionType,BusinessTransactionCategory,BusinessTransactionType,FinancialClosingStep,ControllingBusTransacType,ReferenceDocumentType,LogicalSystem,ReferenceDocumentContext,ReferenceDocument,ReferenceDocumentItem,ReferenceDocumentItemGroup,TransactionSubitem,IsReversal,IsReversed,ReversalReferenceDocumentCntxt,ReversalReferenceDocument,ReversalTransactionSubitem,IsSettlement,IsSettled,PredecessorReferenceDocType,PredecessorReferenceDocCntxt,PredecessorReferenceDocument,PredecessorReferenceDocItem,PrdcssrJournalEntryCompanyCode,PrdcssrJournalEntryFiscalYear,PredecessorJournalEntry,PredecessorJournalEntryItem,SourceReferenceDocumentType,SourceLogicalSystem,SourceReferenceDocumentCntxt,SourceReferenceDocument,SourceReferenceDocumentItem,SourceReferenceDocSubitem,IsCommitment,JrnlEntryItemObsoleteReason,JrnlPeriodEndClosingRunLogUUID,OrganizationalChange,GLAccount,CostCenter,ProfitCenter,FunctionalArea,BusinessArea,Segment,PartnerCostCenter,PartnerProfitCenter,PartnerFunctionalArea,PartnerBusinessArea,PartnerCompany,PartnerSegment,BalanceTransactionCurrency,AmountInBalanceTransacCrcy,TransactionCurrency,AmountInTransactionCurrency,CompanyCodeCurrency,AmountInCompanyCodeCurrency,GlobalCurrency,AmountInGlobalCurrency,FunctionalCurrency,AmountInFunctionalCurrency,FreeDefinedCurrency1,AmountInFreeDefinedCurrency1,FreeDefinedCurrency2,AmountInFreeDefinedCurrency2,FreeDefinedCurrency3,AmountInFreeDefinedCurrency3,FreeDefinedCurrency4,AmountInFreeDefinedCurrency4,FreeDefinedCurrency5,AmountInFreeDefinedCurrency5,FreeDefinedCurrency6,AmountInFreeDefinedCurrency6,FreeDefinedCurrency7,AmountInFreeDefinedCurrency7,FreeDefinedCurrency8,AmountInFreeDefinedCurrency8,FixedAmountInGlobalCrcy,GrpValnFixedAmtInGlobCrcy,PrftCtrValnFxdAmtInGlobCrcy,FixedAmountInCoCodeCrcy,TotalPriceVarcInGlobalCrcy,GrpValnTotPrcVarcInGlobCrcy,PrftCtrValnTotPrcVarcInGlbCrcy,FixedPriceVarcInGlobalCrcy,GrpValnFixedPrcVarcInGlobCrcy,PrftCtrValnFxdPrcVarcInGlbCrcy,ControllingObjectCurrency,AmountInObjectCurrency,GrantCurrency,AmountInGrantCurrency,BaseUnit,Quantity,FixedQuantity,CostSourceUnit,ValuationQuantity,ValuationFixedQuantity,ReferenceQuantityUnit,ReferenceQuantity,AdditionalQuantity1Unit,AdditionalQuantity1,AdditionalQuantity2Unit,AdditionalQuantity2,AdditionalQuantity3Unit,AdditionalQuantity3,DebitCreditCode,FiscalPeriod,FiscalYearVariant,FiscalYearPeriod,PostingDate,DocumentDate,AccountingDocumentType,AccountingDocumentItem,AssignmentReference,AccountingDocumentCategory,PostingKey,TransactionTypeDetermination,SubLedgerAcctLineItemType,AccountingDocCreatedByUser,LastChangeDateTime,CreationDateTime,CreationDate,EliminationProfitCenter,OriginObjectType,GLAccountType,AlternativeGLAccount,CountryChartOfAccounts,ItemIsSplit,ConsolidationUnit,PartnerConsolidationUnit,Company,ConsolidationChartOfAccounts,CnsldtnFinancialStatementItem,CnsldtnSubitemCategory,CnsldtnSubitem,InvoiceReference,InvoiceReferenceFiscalYear,FollowOnDocumentType,InvoiceItemReference,ReferencePurchaseOrderCategory,PurchasingDocument,PurchasingDocumentItem,AccountAssignmentNumber,DocumentItemText,SalesDocument,SalesDocumentItem,Product,Plant,Supplier,Customer,ServicesRenderedDate,PerformancePeriodStartDate,PerformancePeriodEndDate,ConditionContract,ExchangeRateDate,FinancialAccountType,SpecialGLCode,TaxCode,TaxCountry,HouseBank,HouseBankAccount,IsOpenItemManaged,ClearingDate,ClearingAccountingDocument,ClearingDocFiscalYear,ValueDate,AssetDepreciationArea,MasterFixedAsset,FixedAsset,AssetValueDate,AssetTransactionType,AssetAcctTransClassfctn,DepreciationFiscalPeriod,GroupMasterFixedAsset,GroupFixedAsset,AssetClass,PartnerMasterFixedAsset,PartnerFixedAsset,CostEstimate,InventorySpecialStockValnType,InventorySpecialStockType,InventorySpclStkSalesDocument,InventorySpclStkSalesDocItm,InvtrySpclStockWBSElmntIntID,InventorySpclStockWBSElement,InventorySpecialStockSupplier,InventoryValuationType,ValuationArea,SenderCompanyCode,SenderGLAccount,SenderAccountAssignment,SenderAccountAssignmentType,ControllingObject,CostOriginGroup,OriginSenderObject,ControllingDebitCreditCode,OriginCtrlgDebitCreditCode,ControllingObjectDebitType,QuantityIsIncomplete,OffsettingAccount,OffsettingAccountType,OffsettingChartOfAccounts,LineItemIsCompleted,PersonnelNumber,ControllingObjectClass,PartnerCompanyCode,PartnerControllingObjectClass,OriginProfitCenter,OriginOrder,OriginCostCtrActivityType,OriginCostCenter,OriginProduct,VarianceOriginGLAccount,AccountAssignment,AccountAssignmentType,CostCtrActivityType,OrderID,OrderCategory,WBSElementInternalID,WBSElement,PartnerWBSElementInternalID,PartnerWBSElement,ProjectInternalID,Project,PartnerProjectInternalID,PartnerProject,OperatingConcern,ProjectNetwork,RelatedNetworkActivity,BusinessProcess,CostObject,BillableControl,CostAnalysisResource,CustomerServiceNotification,ServiceDocumentType,ServiceDocument,ServiceDocumentItem,PartnerServiceDocumentType,PartnerServiceDocument,PartnerServiceDocumentItem,ServiceContractType,ServiceContract,ServiceContractItem,BusinessSolutionOrder,BusinessSolutionOrderItem,ProviderContract,ProviderContractItem,RevenueAccountingContract,PerformanceObligation,TimeSheetOvertimeCategory,PartnerAccountAssignment,PartnerAccountAssignmentType,WorkPackage,WorkItem,PartnerCostCtrActivityType,PartnerOrder,PartnerOrderCategory,PartnerSalesDocument,PartnerSalesDocumentItem,PartnerProjectNetwork,PartnerProjectNetworkActivity,PartnerBusinessProcess,PartnerCostObject,ControllingDocumentItem,BillingDocumentType,SalesOrganization,DistributionChannel,OrganizationDivision,SoldProduct,SoldProductGroup,CustomerGroup,CustomerSupplierCountry,CustomerSupplierIndustry,SalesDistrict,BillToParty,ShipToParty,CustomerSupplierCorporateGroup,CashLedgerCompanyCode,CashLedgerAccount,FinancialManagementArea,FundsCenter,FundedProgram,Fund,GrantID,BudgetPeriod,PartnerFund,PartnerGrant,PartnerBudgetPeriod,PubSecBudgetAccount,PubSecBudgetAccountCoCode,PubSecBudgetCnsmpnDate,PubSecBudgetCnsmpnFsclPeriod,PubSecBudgetCnsmpnFsclYear,PubSecBudgetIsRelevant,PubSecBudgetCnsmpnType,PubSecBudgetCnsmpnAmtType,SponsoredProgram,SponsoredClass,GteeMBudgetValidityNumber,JointVenture,JointVentureEquityGroup,JointVentureCostRecoveryCode,JointVenturePartner,JointVentureBillingType,JointVentureEquityType,JointVentureProductionDate,JointVentureBillingDate,JointVentureOperationalDate,CutbackRun,JointVentureAccountingActivity,PartnerVenture,PartnerEquityGroup,SenderCostRecoveryCode,CutbackAccount,CutbackCostObject,REBusinessEntity,RealEstateBuilding,RealEstateProperty,RERentalObject,RealEstateContract,REServiceChargeKey,RESettlementUnitID,SettlementReferenceDate,REPartnerBusinessEntity,RealEstatePartnerBuilding,RealEstatePartnerProperty,REPartnerRentalObject,RealEstatePartnerContract,REPartnerServiceChargeKey,REPartnerSettlementUnitID,PartnerSettlementReferenceDate,AccrualObjectType,AccrualObject,AccrualSubobject,AccrualItemType,AccrualValueDate,FinancialValuationObjectType,FinancialValuationObject,FinancialValuationSubobject,NetDueDate,CreditRiskClass,WorkCenterInternalID,OrderOperation,OrderItem,PartnerOrderItem,OrderSuboperation,Equipment,FunctionalLocation,Assembly,MaintenanceActivityType,MaintenanceOrderPlanningCode,MaintPriorityType,MaintPriority,SuperiorOrder,ProductGroup,MaintenanceOrderIsPlanned,JrnlEntryItemMigrationSource,OPERATION,LAST_UPDATE_DATE
0L,5050,2022,1000000000,000001,2022,0,,YCOA,AP01,,KOAE,KOAE,KOAE,000,COIN,AUAK,,,0000000108,000001,000000,000001,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0061008000,,0000010000,,,,,,,,,,AUD,-3000.00,AUD,-3000.00,AUD,-3000.00,USD,-2100.00,AUD,-3000.00,USD,-2100.00,AUD,-3000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,H,007,Z1,2022007,2022-07-30,2022-08-01,SA,001,C-22-00014,,50,,02140,RVV0128,2022-08-01T08:27:38.0000000,2022-08-01T08:27:38.0000000,2022-08-01,,07,P,,,,,,,,,,,,0000,,000,000,,00000,00,WBS C-22-00014,,000000,,,,,,,,,2022-07-30,S,,,,,,,,,0000,2022-08-01,00,,,,,,000,,,,,,000000000000,,,,000000,00000000,,,,,,,,,PR00000026,,,A,A,1,0,0016009000,A,YCOA,,00000000,IV,,,,,,,,,C2200014000000,PR,,,00,00000026,C2200014000000,00000000,,00000019,C2200014000000,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,C2200014000000,,,,00,,000000,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000000,000002,2022,0,,YCOA,AP01,920,ZUCO,ZUCO,ZUCO,000,,AUAK,,,0000000108,000001,000000,000003,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0016009000,,0000010000,,,1000_C,,,,,,,AUD,3000.00,AUD,3000.00,AUD,3000.00,USD,2100.00,AUD,3000.00,USD,2100.00,AUD,3000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,S,007,Z1,2022007,2022-07-30,2022-08-01,SA,002,C-22-00014,,70,ANL,07040,RVV0128,2022-08-01T08:27:38.0000000,2022-08-01T08:27:38.0000000,2022-08-01,,22,X,,,X,,,,,,,,,0000,,000,000,,00000,00,WBS C-22-00014,,000000,,,,,,,,,2022-07-30,A,,,,,,,,,0000,2022-08-01,01,000002500000,0000,2022-06-26,116,11,000,,,00004001,,,000000000000,,,,000000,00000000,,,,,,,,,,,,,,0,0,0061008000,S,YCOA,,00000000,,,,,,,,,,,,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000001,000001,2022,0,,YCOA,AP01,950,AUUA,AUUA,AUUA,000,,AUAK,,,0000000109,000001,000000,000008,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0016009000,,0000010000,,,1000_C,,,,,,,AUD,-1800.00,AUD,-1800.00,AUD,-1800.00,USD,-1260.00,AUD,-1800.00,USD,-1260.00,AUD,-1800.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,H,007,Z1,2022007,2022-07-30,2022-08-01,SA,001,C-22-00014,,75,ANL,07040,RVV0128,2022-08-01T08:31:21.0000000,2022-08-01T08:31:21.0000000,2022-08-01,,22,X,,,X,,,,,,,,,0000,,000,000,,00000,00,WBS C-22-00014,,000000,,,,,,,,,2022-07-30,A,,,,,,,,,0000,2022-08-01,01,000002500000,0000,2022-06-26,339,14,000,,,00004001,000001500000,0000,000000000000,,,,000000,00000000,,,,,,,,,,,,,,0,0,0016002000,A,YCOA,,00000000,,5050,,,,,,,,,,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000001,000002,2022,0,,YCOA,AP01,950,AUUA,AUUA,AUUA,000,,AUAK,,,0000000109,000002,000000,000009,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0016009000,,0000010000,,,1000_C,,,,,,,AUD,-1200.00,AUD,-1200.00,AUD,-1200.00,USD,-840.00,AUD,-1200.00,USD,-840.00,AUD,-1200.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,H,007,Z1,2022007,2022-07-30,2022-08-01,SA,002,C-22-00014,,75,ANL,07040,RVV0128,2022-08-01T08:31:21.0000000,2022-08-01T08:31:21.0000000,2022-08-01,,22,X,,,X,,,,,,,,,0000,,000,000,,00000,00,WBS C-22-00014,,000000,,,,,,,,,2022-07-30,A,,,,,,,,,0000,2022-08-01,01,000002500000,0000,2022-06-26,339,14,000,,,00004001,000001500001,0000,000000000000,,,,000000,00000000,,,,,,,,,,,,,,0,0,0016002000,A,YCOA,,00000000,,5050,,,,,,,,,,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000001,000003,2022,0,,YCOA,AP01,950,AUUZ,AUUZ,AUUZ,000,,AUAK,,,0000000109,000001,000000,000001,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0016002000,,0000010000,,,1000_C,,,,,,,AUD,1800.00,AUD,1800.00,AUD,1800.00,USD,1260.00,AUD,1800.00,USD,1260.00,AUD,1800.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,S,007,Z1,2022007,2022-07-30,2022-08-01,SA,003,C-22-00014,,70,ANL,07040,RVV0128,2022-08-01T08:31:21.0000000,2022-08-01T08:31:21.0000000,2022-08-01,,22,X,,,X,,,,,,,,,0000,,000,000,,00000,00,WBS C-22-00014,,000000,,,,,,,,,2022-07-30,A,,,,,,,,,0000,2022-08-01,01,000001500000,0000,2022-06-26,336,13,000,,,00002010,000002500000,0000,000000000000,,,,000000,00000000,,,,,,,,,,,,,,0,0,0016009000,A,YCOA,,00000000,,5050,,,,,,,,,,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000001,000004,2022,0,,YCOA,AP01,950,AUUZ,AUUZ,AUUZ,000,,AUAK,,,0000000109,000002,000000,000001,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0016002000,,0000010000,,,1000_C,,,,,,,AUD,1200.00,AUD,1200.00,AUD,1200.00,USD,840.00,AUD,1200.00,USD,840.00,AUD,1200.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,S,007,Z1,2022007,2022-07-30,2022-08-01,SA,004,C-22-00014,,70,ANL,07040,RVV0128,2022-08-01T08:31:21.0000000,2022-08-01T08:31:21.0000000,2022-08-01,,22,X,,,X,,,,,,,,,0000,,000,000,,00000,00,WBS C-22-00014,,000000,,,,,,,,,2022-07-30,A,,,,,,,,,0000,2022-08-01,01,000001500001,0000,2022-06-26,336,13,000,,,00002010,000002500000,0000,000000000000,,,,000000,00000000,,,,,,,,,,,,,,0,0,0016009000,A,YCOA,,00000000,,5050,,,,,,,,,,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000002,000001,2022,0,,YCOA,AP01,,RFBU,RFBU,RFBU,000,COIN,BKPF,,50502022,1000000002,000001,000000,000001,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0064010000,0000900010,0000090001,YB20,,,,,,,,,AUD,10000.00,AUD,10000.00,AUD,10000.00,USD,7000.00,AUD,10000.00,USD,7000.00,AUD,10000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,S,008,Z1,2022008,2022-08-02,2022-08-02,SA,001,20220802,,40,,00000,WFW5787,2022-08-02T04:53:46.0000000,2022-08-02T04:53:46.0000000,2022-08-02,,02,P,,,,,,,,,,,,0000,,000,000,,00000,00,,,000000,,,,,,,,,2022-08-02,S,,P0,,,,,,,0000,,00,,,,,,000,,,,,,000000000000,,,,000000,00000000,,,,,,,,,KSAP010000900010,,,S,S,1,0,0011001010,S,YCOA,,00000000,OC,,,,,,,,,0000900010,KS,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000002,000002,2022,0,,YCOA,AP01,,RFBU,RFBU,RFBU,000,,BKPF,,50502022,1000000002,000002,000000,000000,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0011001010,,0000010000,,,1000_C,,,,,,,AUD,-10000.00,AUD,-10000.00,AUD,-10000.00,USD,-7000.00,AUD,-10000.00,USD,-7000.00,AUD,-10000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,H,008,Z1,2022008,2022-08-02,2022-08-02,SA,002,,,50,,00000,WFW5787,2022-08-02T04:53:46.0000000,2022-08-02T04:53:46.0000000,2022-08-02,,35,X,,,X,,,,,,,,,0000,,000,000,,00000,00,,,000000,,,,,,,,,2022-08-02,S,,,,,,X,,,0000,2022-08-02,00,,,,,,000,,,,,,000000000000,,,,000000,00000000,,,,,,,,,,,,,,0,0,0064010000,S,YCOA,,00000000,,,,,,,,,,,,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000002,000003,2022,0,,YCOA,AP01,,RFBU,RFBU,RFBU,000,COIN,BKPF,,50502022,1000000002,000003,000000,000003,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0065301000,0000900021,0000090002,YB20,,,,,,,,,AUD,1000.00,AUD,1000.00,AUD,1000.00,USD,700.00,AUD,1000.00,USD,700.00,AUD,1000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,S,008,Z1,2022008,2022-08-02,2022-08-02,SA,003,0000900021,,40,,00000,WFW5787,2022-08-02T04:53:46.0000000,2022-08-02T04:53:46.0000000,2022-08-02,,02,P,,,,,,,,,,,,0000,,000,000,,00000,00,,,000000,,,,,,,,,2022-08-02,S,,P0,,,,,,,0000,,00,,,,,,000,,,,,,000000000000,,,,000000,00000000,,,,,,,,,KSAP010000900021,,,S,S,1,0,0011001010,S,YCOA,,00000000,OC,,,,,,,,,0000900021,KS,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
0L,5050,2022,1000000002,000004,2022,0,,YCOA,AP01,,RFBU,RFBU,RFBU,000,COIN,BKPF,,50502022,1000000002,000004,000000,000004,,,,,000000,,,,,,000000,,0000,,,,,,,000000,000000,,,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,0065301000,0000900022,0000090002,YB20,,,,,,,,,AUD,2000.00,AUD,2000.00,AUD,2000.00,USD,1400.00,AUD,2000.00,USD,1400.00,AUD,2000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.000,0.000,,0.000,0.000,,0.000,,0.000,,0.000,,0.000,S,008,Z1,2022008,2022-08-02,2022-08-02,SA,004,0000900022,,40,,00000,WFW5787,2022-08-02T04:53:46.0000000,2022-08-02T04:53:46.0000000,2022-08-02,,02,P,,,,,,,,,,,,0000,,000,000,,00000,00,,,000000,,,,,,,,,2022-08-02,S,,P0,,,,,,,0000,,00,,,,,,000,,,,,,000000000000,,,,000000,00000000,,,,,,,,,KSAP010000900022,,,S,S,1,0,0011001010,S,YCOA,,00000000,OC,,,,,,,,,0000900022,KS,,,00,00000000,,00000000,,00000000,,00000000,,,,,,,,,,,,000000,,,000000,,,000000,,000000,,000000,,,,,,,,,,00,,000000,,,,,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,,,,,,,,,00000000,,0000,0000,,,,,,,,,,,,,,2022-08-18 14:16:49+00:00
